Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
Obstacle,,UK0229N288F,51.67672,-3.58750,2152,-0.84482,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 58/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N289F,51.71370,-3.54867,2048,-0.84564,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 60/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N290F,51.71677,-3.54291,1982,-0.84522,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 61/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N291F,51.71088,-3.54310,1985,-0.84434,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 62/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N292F,51.71447,-3.53671,2048,-0.84389,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 63/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N293F,51.71333,-3.53043,2018,-0.84274,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 64/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N294F,51.70803,-3.54034,1985,-0.84348,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 66/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N295F,51.70753,-3.53258,1887,-0.84222,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 67/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N296F,51.70252,-3.52908,1920,-0.84096,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 69/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N297F,51.70676,-3.54887,2084,-0.84457,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 70/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N298F,51.70342,-3.54458,2100,-0.84341,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 71/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N299F,51.70010,-3.54041,2130,-0.84228,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 72/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N300F,51.69807,-3.53235,2116,-0.84080,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 73/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N301F,51.69577,-3.52812,2084,-0.83985,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 74/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N302F,51.69202,-3.52675,2116,-0.83912,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN Y CYMOEDD W/F 75/76
Height AGL: 476 ft",,250,2016-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N341F,51.77369,-3.27183,1772,-0.79988,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN BRYN OER W/F 1/3
Height AGL: 361 ft",,250,2016-09-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N342F,51.77625,-3.27312,1739,-0.80003,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN BRYN OER W/F 2/3
Height AGL: 361 ft",,250,2016-09-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N343F,51.77809,-3.27513,1716,-0.80037,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: PEN BRYN OER W/F 3/3
Height AGL: 361 ft",,250,2016-09-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N344F,51.64342,-3.58849,2060,-0.83872,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LLYNFI AFAN W/FARM 2/12
Height AGL: 387 ft",,250,2022-06-15T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229N340F,51.55587,-2.97385,433,-0.48114,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ABP NEWPORT W/T
Height AGL: 410 ft",,250,2016-09-13T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28602545F,51.50276,-0.02545,771,0.23945,UK,"BUILDING,GENERAL(ALL TYPES),Single
Remarks: BUILDING
Lighting: Yes
Height AGL: 764 ft",,250,2021-11-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X555F,51.64348,0.85756,417,0.59856,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 1OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X556F,51.64496,0.86282,417,0.59933,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 2OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X557F,51.64214,0.86602,417,0.59920,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 3OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X558F,51.64054,0.87583,417,0.59992,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 5OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X559F,51.63897,0.88079,417,0.60014,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 6OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X560F,51.64285,0.88085,417,0.60082,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURNCOLE FM. W/F 7OF7
Height AGL: 410 ft",,250,2021-08-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18637092F,51.95300,2.05845,594,1.07377,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Remarks: GALLOPER O/SW/FARM 15/56
Lighting: Yes
Height AGL: 594 ft",,250,2017-07-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28075381F,51.48265,-0.12859,801,0.23548,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANE
Lighting: Yes
Height AGL: 785 ft",,250,2019-03-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M656F,50.42380,-4.81741,829,-1.01939,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 328 ft",,250,2020-03-16T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M657F,50.42679,-4.81105,784,-1.02074,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 328 ft",,250,2020-03-16T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29297065F,51.50223,-0.01047,349,0.23943,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANE
Lighting: Yes
Height AGL: 342 ft",,250,2022-06-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28535476F,51.50108,-0.02428,759,0.23907,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANE
Lighting: Yes
Height AGL: 752 ft",,250,2023-02-21T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29675743F,51.54156,-0.15057,478,0.24414,UK,"ROTATING CRANE, INDUSTRIAL,Single
Lighting: Yes
Height AGL: 368 ft",,250,2022-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29675744F,51.54176,-0.14957,478,0.24420,UK,"ROTATING CRANE, INDUSTRIAL,Single
Lighting: Yes
Height AGL: 368 ft",,250,2022-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29675745F,51.54129,-0.14989,476,0.24412,UK,"ROTATING CRANE, INDUSTRIAL,Single
Lighting: Yes
Height AGL: 368 ft",,250,2022-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29675746F,51.54195,-0.14853,480,0.24426,UK,"ROTATING CRANE, INDUSTRIAL,Single
Lighting: Yes
Height AGL: 368 ft",,250,2022-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK30137400F,51.51863,-0.08456,568,0.24202,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 525 ft",,250,2022-11-21T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28547726F,51.71947,-3.56944,1722,-0.84990,UK,"AERIAL CABLE, AERIAL TRAMWAY OR POWER TRANSMISSION LINE,Single
Remarks: ZIPWIRE
Lighting: No
Height AGL: 515 ft",,250,2021-06-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28495771F,51.49639,-0.21222,540,0.23742,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANE
Height AGL: 524 ft",,250,2020-09-30T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29290969F,51.65805,-0.39806,615,0.23298,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 375 ft",,250,2022-06-15T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29290971F,51.51500,-0.14778,417,0.24034,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: crane
Lighting: Yes
Height AGL: 345 ft",,250,2022-06-15T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29294408F,51.50188,-0.01238,645,0.23933,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANE
Lighting: Yes
Height AGL: 642 ft",,250,2022-06-23T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29267772F,51.58306,-0.24389,528,0.24435,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 413 ft",,250,2022-05-31T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29267776F,51.53695,0.07194,512,0.55804,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 496 ft",,250,2022-06-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29269869F,51.46917,-0.17639,371,0.23407,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 341 ft",,250,2022-06-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29269870F,51.49389,-0.09833,667,0.23731,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Lighting: Yes
Height AGL: 657 ft",,250,2022-06-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29294341F,51.50083,-0.01861,640,0.23905,UK,"BUILDING,GENERAL(ALL TYPES),Single
Lighting: Yes
Height AGL: 630 ft",,250,2022-06-23T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29305186F,51.50295,-0.01103,349,0.23960,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANE
Lighting: Yes
Height AGL: 342 ft",,250,2022-07-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28535478F,51.50094,-0.02417,563,0.23904,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANE
Lighting: Yes
Height AGL: 556 ft",,250,2022-10-13T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28535499F,51.46724,-0.36568,399,0.23701,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANES
Lighting: Yes
Height AGL: 330 ft",,250,2022-10-28T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230W815F,51.95204,-0.63541,890,0.15156,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: Wind Turbine
Lighting: No
Height AGL: 489 ft",,250,2023-01-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230W732F,51.84816,-0.84520,732,0.11993,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: WIND TURBINE
Lighting: No
Height AGL: 476 ft",,250,2023-01-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M750F,50.37848,-4.89211,885,-0.99737,UK,"SMOKESTACK, GENERAL,Single
Remarks: CHIMNEY
Lighting: No
Height AGL: 398 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M672F,50.91305,-4.27073,863,-1.02839,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: GALSWORTHY RESUB. 1 OF 4
Height AGL: 328 ft",,250,2019-04-12T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M673F,50.91699,-4.27239,824,-1.02873,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: GALSWORTHY RESUB. 2 OF 4
Height AGL: 328 ft",,250,2019-04-12T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M674F,50.92148,-4.27308,932,-1.02877,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: GALSWORTHY RESUB. 3 OF 4
Height AGL: 328 ft",,250,2019-04-12T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M675F,50.92393,-4.27369,944,-1.02887,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: GALSWORTHY RESUB. 4 OF 4
Height AGL: 328 ft",,250,2016-01-13T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M678F,50.48160,-4.86331,982,-1.03906,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ST BREOCK REPOWER 1 OF 5
Lighting: Yes
Height AGL: 328 ft",,250,2019-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M688F,51.56526,-2.85544,338,-0.47923,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 328 ft",,250,2022-10-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M687F,50.36162,-4.74287,593,-1.00482,UK,"AERIAL CABLE, AERIAL TRAMWAY OR POWER TRANSMISSION LINE,Single
Remarks: EDEN PROJECT SKYWIRE
Height AGL: 328 ft",,250,2019-08-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18637445F,50.66143,-0.29813,446,0.33525,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 446 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18637444F,50.66700,-0.35778,446,0.32860,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 446 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18637446F,50.63897,-0.34878,446,0.32931,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 446 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M679F,50.48139,-4.85839,972,-1.03903,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ST BREOCK REPOWER 2 OF 5
Lighting: Yes
Height AGL: 328 ft",,250,2019-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M680F,50.48375,-4.85773,901,-1.03993,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ST BREOCK REPOWER 3 OF 5
Lighting: Yes
Height AGL: 328 ft",,250,2019-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M681F,50.48446,-4.85237,889,-1.04024,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ST BREOCK REPOWER 4 OF 5
Lighting: Yes
Height AGL: 328 ft",,250,2019-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0229M682F,50.48667,-4.85278,830,-1.04106,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: ST BREOCK REPOWER 5 OF 5
Lighting: Yes
Height AGL: 328 ft",,250,2019-09-27T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18637447F,50.63515,-0.32828,446,0.33121,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 446 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK30184051F,51.52639,-0.23472,515,0.23997,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Lighting: Yes
Height AGL: 408 ft",,250,2023-01-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28182161F,51.58785,-0.04363,366,0.25782,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANE
Height AGL: 335 ft",,250,2021-09-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK30184052F,51.48611,-0.11556,444,0.23598,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Lighting: Yes
Height AGL: 425 ft",,250,2023-01-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X307F,51.62446,-1.26974,544,-0.09657,UK,"SMOKESTACK, GENERAL,Single
Remarks: Chimney
Height AGL: 354 ft",,250,2021-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X308F,51.62407,-1.26730,544,-0.09638,UK,"SMOKESTACK, GENERAL,Single
Remarks: Chimney
Height AGL: 354 ft",,250,2020-09-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X275F,51.44192,1.07780,440,0.92437,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X276F,51.44324,1.08914,440,0.92354,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X277F,51.44498,1.10616,440,0.92242,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X278F,51.44590,1.11749,440,0.92178,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X279F,51.44693,1.12800,440,0.92113,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X280F,51.44808,1.13733,440,0.92050,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Remarks: KE01
Height AGL: 440 ft",,250,2022-10-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X281F,51.46585,1.03655,440,0.91670,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X282F,51.46016,1.04376,440,0.91869,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0230X283F,51.45586,1.04957,440,0.92015,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 440 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
